info,num_bathroom,title,url,price,pid,num_bedroom,pid1,latitude,longitude,date,pid2
"
                    3br -
                    1700ft, -
                ",,3 Bedroom Home! Minutes from OSU Campus ~ 3073 SE Sternwheeler Ave,https://corvallis.craigslist.org/apa/6045162062.html,$1395,6045162062,,,,,Mar 15,
"
                    2br -
                ",,Taryn Commons - Close to OSU & Buslines,https://corvallis.craigslist.org/apa/6006107611.html,$950,6006107611,,,,,Mar 15,
"
                    6br -
                    2195ft, -
                ",,6 Bdrm VERY close to campus RESERVE NOW FOR SUMMER/FALL TERM,https://corvallis.craigslist.org/apa/6031173942.html,$3000,6031173942,,,,,Mar 15,
"
                    1br -
                    728ft, -
                ",,1 bedroom available for IMMEDIATE move-in! Come see your new home!,https://corvallis.craigslist.org/apa/6004791636.html,$1000,6004791636,,,,,Mar 15,
"
                    4br -
                    1430ft, -
                ",,4bed 4bath LUXURY SUITES AVAILABLE for September pre-lease,https://corvallis.craigslist.org/apa/6002586845.html,$3250,6002586845,,,,,Mar 15,
"
                    4br -
                    1430ft, -
                ",,4bed 4bath BRAND NEW LUXURY SUITES!!!,https://corvallis.craigslist.org/apa/6002593381.html,$3250,6002593381,,,,,Mar 15,
"
                    4br -
                    1430ft, -
                ",,4bed 4bath LUXURY SUITES!!! AVAILABLE for June pre-lease,https://corvallis.craigslist.org/apa/6002590267.html,$3250,6002590267,,,,,Mar 15,
"
                    1br -
                    584ft, -
                ",,Secure your space 1 bed 1 bath AVAILABLE for July pre-lease!,https://corvallis.craigslist.org/apa/6002193776.html,$1100,6002193776,,,,,Mar 15,
"
                    475ft, -
                ",,LARGE Studio apartment available for fall pre-lease,https://corvallis.craigslist.org/apa/6002643670.html,$950,6002643670,,,,,Mar 15,
"
                    2br -
                    572ft, -
                ",,W/D HOOK-UPS CAT FRIENDLY CLOSE TO OSU ~ 1061 SW Western,https://corvallis.craigslist.org/apa/6018195645.html,$1195,6018195645,,,,,Mar 15,
"
                    2br -
                    826ft, -
                ",,Savvy 2 Bedroom Near Downtown W/S/G Paid! 2521 SW Pickford #A,https://corvallis.craigslist.org/apa/6032135366.html,$825,6032135366,,,,,Mar 15,
"
                    2br -
                ",,Two Bedroom Duplex w/ Fenced Yard near OSU - perfect for pets!,https://corvallis.craigslist.org/apa/6045058172.html,$945,6045058172,,,,,Mar 15,
"
                    1br -
                    560ft, -
                ",,Spring break means time to pack for your new 1 bdrm apartment!,https://corvallis.craigslist.org/apa/6045047869.html,$800,6045047869,,,,,Mar 15,
"
                    2br -
                ",,NICE 2 Br/2 Bath in very short distance to OSU #101,https://corvallis.craigslist.org/apa/6003667208.html,$1210,6003667208,,,,,Mar 14,
"
                    2br -
                    1029ft, -
                ",,"DON'T MISS OUT ON THIS LUXURY APT! POOL, DOG PARK, & ALL APPLIANCES!",https://corvallis.craigslist.org/apa/6043883322.html,$1195,6043883322,,,,,Mar 14,
"
                    2br -
                    960ft, -
                ",,"LOCATION, LOCATION, LOCATION!",https://corvallis.craigslist.org/apa/6043780459.html,$1220,6043780459,,,,,Mar 14,
"
                    1br -
                    480ft, -
                ",,BEAUTIFULLY REMODELED ONE BEDROOMS AVAILABLE!,https://corvallis.craigslist.org/apa/6043767421.html,$825,6043767421,,,,,Mar 14,
"
                    1br -
                    634ft, -
                ",,"Soaking tubs, On-site parking, & New Covered Bike Rack Stations!!!",https://corvallis.craigslist.org/apa/6043599266.html,$900,6043599266,,,,,Mar 14,
"
                    2br -
                    1500ft, -
                ",,COUNTRY SETTING DAYLIGHT BASEMENT APARTMENT,https://corvallis.craigslist.org/apa/6033586865.html,$950,6033586865,,,,,Mar 14,
"
                    1br -
                ",,$950 / Studio Newly Remodeled Apartment for Rent,https://corvallis.craigslist.org/apa/6043456973.html,$950,6043456973,,,,,Mar 14,
"
                    3br -
                ",,===== 3 bedroom apartment for summer/fall  ~ next to OSU ==========,https://corvallis.craigslist.org/apa/6029931281.html,,6029931281,,,,,Mar 14,
"
                    1br -
                ",,"1 bedroom - The Retreat Corvallis (June 1st, 2017)",https://corvallis.craigslist.org/apa/6043238599.html,$725,6043238599,,,,,Mar 14,
"
                    1br -
                    2700ft, -
                ",,Room for Rent,https://corvallis.craigslist.org/apa/6043147407.html,$550,6043147407,,,,,Mar 13,
"
                    360ft, -
                ",,GET ON THE WAITLIST!!,https://corvallis.craigslist.org/apa/6043086419.html,$560,6043086419,,,,,Mar 13,
"
                    5br -
                ",,Room For Rent,https://corvallis.craigslist.org/apa/6043064360.html,$550,6043064360,,,,,Mar 13,
"
                    3br -
                    1350ft, -
                ",,3 bedroom 1.5 bath duplex NW Corvallis,https://corvallis.craigslist.org/apa/6043031348.html,$1400,6043031348,,,,,Mar 13,
"
                    3br -
                    1320ft, -
                ",,Almost 4 Acres of amazing land Lease Purchase,https://corvallis.craigslist.org/apa/6032985625.html,$2500,6032985625,,,,,Mar 13,
"
                    1br -
                    634ft, -
                ",,"HUUUGE 1 Bedroom w/ a View, Pool, 1.8 Miles to OSU, 24hr Maintenance!",https://corvallis.craigslist.org/apa/6042924173.html,$900,6042924173,,,,,Mar 13,
"
                    1br -
                    550ft, -
                ",,Beautiful 1 Bedroom - available May,https://corvallis.craigslist.org/apa/6042800628.html,$635,6042800628,,,,,Mar 13,
"
                    2br -
                    960ft, -
                ",,2707 Monterey - 2 bedroom~ 1 bath house A/C,https://corvallis.craigslist.org/apa/6042775620.html,$1375,6042775620,,,,,Mar 13,
"
                    300ft, -
                ",,Studio~ Shared bathroom~ avail. Now!,https://corvallis.craigslist.org/apa/6033709821.html,$500,6033709821,,,,,Mar 13,
"
                    1br -
                    1500ft, -
                ",,"Like living in a Vintage Hotel. S Main Street, 10 foot ceilings. Nice",https://corvallis.craigslist.org/apa/6042599854.html,$495,6042599854,,,,,Mar 13,
"
                    2br -
                    900ft, -
                ",,"Fresh, homey apartment near campus",https://corvallis.craigslist.org/apa/6042554820.html,$1150,6042554820,,,,,Mar 13,
"
                    5br -
                ",,Seeking Lease Takeover for Spring Term in Incredible Location,https://corvallis.craigslist.org/apa/6042526067.html,$590,6042526067,,,,,Mar 13,
"
                    2br -
                    960ft, -
                ",,PRE- LEASING FOR APRIL MOVE-IN! APPLY TODAY,https://corvallis.craigslist.org/apa/6034131133.html,$1220,6034131133,,,,,Mar 13,
"
                    2br -
                    860ft, -
                ",,**** Spring Special $925 for 2 Bedroom @ Mountain View Plaza Apts****,https://corvallis.craigslist.org/apa/6026990274.html,$925,6026990274,,,,,Mar 13,
"
                    2br -
                    763ft, -
                ",,Final 2 Bedroom for March -- Bring Your Suitcases & Move Today!!,https://corvallis.craigslist.org/apa/6042315142.html,$1100,6042315142,,,,,Mar 13,
"
                    1br -
                    750ft, -
                ",,!!!Spacious ONE Bedroom,https://corvallis.craigslist.org/apa/6010740474.html,$750,6010740474,,,,,Mar 13,
"
                    2br -
                    950ft, -
                ",,Awesome Townhome for Rent Near Parks and Schools,https://corvallis.craigslist.org/apa/6042203285.html,$999,6042203285,,,,,Mar 13,
"
                    2br -
                ",,Two Bedroom Duplex w/ Fenced Yard near OSU - perfect for pets!,https://corvallis.craigslist.org/apa/6042129160.html,$945,6042129160,,,,,Mar 13,
"
                    2br -
                    752ft, -
                ",,Cat Friendly Duplex Walking Distance to Campus~706 NW 14th,https://corvallis.craigslist.org/apa/6023631714.html,$995,6023631714,,,,,Mar 13,
"
                    2br -
                    788ft, -
                ",,"☞ ♥ 2BR 1.5Bath, Water/Sewer/Garbage are included w/rent",https://corvallis.craigslist.org/apa/6042069639.html,$850,6042069639,,,,,Mar 13,
"
                    2br -
                    1050ft, -
                ",,WELCOME HOME!!! YOU'RE HERE!!!!,https://corvallis.craigslist.org/apa/6042006889.html,$999,6042006889,,,,,Mar 13,
"
                    2br -
                    1050ft, -
                ",,YOUR TOWNHOUSE IS HERE!!!!!,https://corvallis.craigslist.org/apa/6016088787.html,$999,6016088787,,,,,Mar 13,
"
                    2br -
                    1050ft, -
                ",,HERE IS TOWNHOUSE FOR YOU!!!~!,https://corvallis.craigslist.org/apa/6011604548.html,$999,6011604548,,,,,Mar 13,
"
                    2br -
                    1400ft, -
                ",,2 bed larger apt in 4 plex off st parking washer dryer in apt,https://corvallis.craigslist.org/apa/6028806299.html,$1000,6028806299,,,,,Mar 13,
"
                    1150ft, -
                ",,Home for rent in Southtown,https://corvallis.craigslist.org/apa/6031438276.html,$1600,6031438276,,,,,Mar 12,
,,TAKE OVER OUR LEASE,https://corvallis.craigslist.org/apa/6041488236.html,$950,6041488236,,,,,Mar 12,
"
                    1br -
                    728ft, -
                ",,SPRING OVER TO THE LODGES TODAY!,https://corvallis.craigslist.org/apa/6019660150.html,$1000,6019660150,,,,,Mar 12,
"
                    1br -
                    728ft, -
                ",,FIND S'MORE AT PLUMTREE APARTMENTS!!,https://corvallis.craigslist.org/apa/6022901915.html,$1020,6022901915,,,,,Mar 12,
"
                    4br -
                    1625ft, -
                ",,"2007 Beautiful SW Home with 4bd, 2.5bath for rent",https://corvallis.craigslist.org/apa/6037477215.html,$2050,6037477215,,,,,Mar 12,
"
                    5br -
                    2368ft, -
                ",,"33rd and Harrison, 5br+den, 3.5 bath house",https://corvallis.craigslist.org/apa/6041228094.html,$3275,6041228094,,,,,Mar 12,
"
                    3br -
                    1440ft, -
                ",,Newer 3br 2.5bath Timberhill Town House,https://corvallis.craigslist.org/apa/6041224050.html,$1750,6041224050,,,,,Mar 12,
"
                    2br -
                    1050ft, -
                ",,Conifer Place Apartments. Need 1-2 people to move in,https://corvallis.craigslist.org/apa/6041069115.html,$472,6041069115,,,,,Mar 12,
"
                    2br -
                    923ft, -
                ",,"2 bed, 2 bath in a quiet community, on bus route, close to downtown",https://corvallis.craigslist.org/apa/6040868803.html,$999,6040868803,,,,,Mar 12,
"
                    8br -
                    8000ft, -
                ",,"Huge 10 bed house next to OSU campus , park, school and down town",https://corvallis.craigslist.org/apa/6030995267.html,$4500,6030995267,,,,,Mar 12,
"
                    6br -
                    2700ft, -
                ",,Next to OSU campus (Oregon state university),https://corvallis.craigslist.org/apa/6031036432.html,$3590,6031036432,,,,,Mar 12,
"
                    3br -
                    1150ft, -
                ",,Nice House for Rent with landscaped yard for Dogs or horses.,https://corvallis.craigslist.org/apa/6040393758.html,$1395,6040393758,,,,,Mar 12,
"
                    3br -
                    2500ft, -
                ",,"home, large yard, covered patio, add barn and shop?",https://corvallis.craigslist.org/apa/6018664637.html,$1595,6018664637,,,,,Mar 11,
"
                    5br -
                    3347ft, -
                ",,House w/barn on 33 acres close to town,https://corvallis.craigslist.org/apa/6040203874.html,$3000,6040203874,,,,,Mar 11,
"
                    3br -
                    1204ft, -
                ",,3 bedroom coming available in April! Apply now!,https://corvallis.craigslist.org/apa/6040037005.html,$1410,6040037005,,,,,Mar 11,
"
                    3br -
                ",,☻ 2 bdrms for $1600 a mnth! . Available now. ☻,https://corvallis.craigslist.org/apa/6039798966.html,$1600,6039798966,,,,,Mar 11,
"
                    2br -
                    952ft, -
                ",,CALL AND ASK ABOUT OUR SPECIAL!!,https://corvallis.craigslist.org/apa/6039901260.html,$1120,6039901260,,,,,Mar 11,
"
                    3br -
                    1147ft, -
                ",,3 Bedroom Special!! 1 Month FREE RENT!!! ONLY 1 AVAILABLE!,https://corvallis.craigslist.org/apa/6035775528.html,$1599,6035775528,,,,,Mar 11,
"
                    3br -
                ",,3 Bedroom 1.5 Bath Duplex,https://corvallis.craigslist.org/apa/6039459438.html,$1000,6039459438,,,,,Mar 11,
"
                    3br -
                ",,3 Bedroom 1.5 Bath Duplex,https://corvallis.craigslist.org/apa/6039458730.html,$1000,6039458730,,,,,Mar 11,
"
                    3br -
                    1500ft, -
                ",,3 Bed 1.5 Bath House - Remodeled,https://corvallis.craigslist.org/apa/6024162589.html,$1200,6024162589,,,,,Mar 11,
"
                    3br -
                    1500ft, -
                ",,3 Bed 2.5 Bath Townhome Modern Construction,https://corvallis.craigslist.org/apa/6032938557.html,$1000,6032938557,,,,,Mar 11,
"
                    1br -
                    728ft, -
                ",,THE LODGES LUXURY APTS ONLY HAS ONE MORE DAY TO GET 4 WEEKS FREE RENT!,https://corvallis.craigslist.org/apa/6039394019.html,$1000,6039394019,,,,,Mar 11,
"
                    2br -
                    1209ft, -
                ",,TODAY IS THE LAST DAY TO GET 4 WEEKS FREE RENT AT THE LODGES!,https://corvallis.craigslist.org/apa/6039388397.html,$1195,6039388397,,,,,Mar 11,
"
                    1br -
                    728ft, -
                ",,"Luxury one bedroom with gorgeous view, available NOW!",https://corvallis.craigslist.org/apa/6039377897.html,$1000,6039377897,,,,,Mar 11,
"
                    5br -
                    2550ft, -
                ",,STUNNING NEW CUSTOM HOME-Reserve NOW for JUNE! ONE OF A KIND!,https://corvallis.craigslist.org/apa/6029219589.html,$3765,6029219589,,,,,Mar 11,
"
                    2br -
                    976ft, -
                ",,Take over lease at Sunrise Pointe Apartments,https://corvallis.craigslist.org/apa/6038862810.html,$1015,6038862810,,,,,Mar 10,
"
                    2br -
                    977ft, -
                ",,2bed 2bath sunny apartment near Winco and bus routes - lease takeover,https://corvallis.craigslist.org/apa/6033707823.html,$1245,6033707823,,,,,Mar 10,
"
                    360ft, -
                ",,WARM UP AT ALBANY COURT!,https://corvallis.craigslist.org/apa/6014330843.html,$560,6014330843,,,,,Mar 10,
"
                    1br -
                    728ft, -
                ",,WE'VE GOT EVERYTHING ON YOUR LIST!!,https://corvallis.craigslist.org/apa/6015581179.html,$1020,6015581179,,,,,Mar 10,
,,TIRED OF GREEDY HOME OWNERS,https://corvallis.craigslist.org/apa/6027293108.html,,6027293108,,,,,Mar 10,
"
                    2br -
                    763ft, -
                ",,Gear Up for The Summer - Check this Spacious 2 Bedroom Now Ready!,https://corvallis.craigslist.org/apa/6038625039.html,$1100,6038625039,,,,,Mar 10,
,,1 AND 2 BEDROOMS! ASK US ABOUT THIS WEEKS SPECIAL!!!,https://corvallis.craigslist.org/apa/6038602237.html,$1020,6038602237,,,,,Mar 10,
"
                    4br -
                ",,Looking for 2 roommates! -- 428 NW 13th Street,https://corvallis.craigslist.org/apa/6038598424.html,$625,6038598424,,,,,Mar 10,
"
                    1br -
                    560ft, -
                ",,Wooooahhhhh 1.8 Miles from OSU & Dutch Bros on the Corner!!!,https://corvallis.craigslist.org/apa/6038559428.html,$800,6038559428,,,,,Mar 10,
"
                    1br -
                    728ft, -
                ",,$1020 / 1br - 728ft2 - COME CHECK OUT THIS WEEKS SPECIALS,https://corvallis.craigslist.org/apa/6038503454.html,$1020,6038503454,,,,,Mar 10,
"
                    1br -
                    565ft, -
                ",,"Spacious one bedroom, near the heart of Corvallis!!!",https://corvallis.craigslist.org/apa/6038482416.html,$750,6038482416,,,,,Mar 10,
"
                    2br -
                    950ft, -
                ",,"Near Starbucks and Fred Meyer, Apply today!",https://corvallis.craigslist.org/apa/6038399024.html,$999,6038399024,,,,,Mar 10,
"
                    1br -
                ",,1 bedroom park west,https://corvallis.craigslist.org/apa/6038316242.html,$825,6038316242,,,,,Mar 10,
"
                    2br -
                    900ft, -
                ",,"Fresh, homey apartment near campus",https://corvallis.craigslist.org/apa/6038186284.html,$1150,6038186284,,,,,Mar 10,
"
                    4br -
                    2500ft, -
                ",,4 bed 3 bath ready for pre-lease,https://corvallis.craigslist.org/apa/5995623093.html,$3195,5995623093,,,,,Mar 10,
"
                    1br -
                    584ft, -
                ",,1 bed 1 bath AVAILABLE for July pre-lease,https://corvallis.craigslist.org/apa/5995604122.html,$1200,5995604122,,,,,Mar 10,
"
                    2br -
                    961ft, -
                ",,"RESERVE TODAY, GET $250 CASH BACK!!!",https://corvallis.craigslist.org/apa/6038068162.html,$1299,6038068162,,,,,Mar 10,
"
                    2br -
                    952ft, -
                ",,$1120 / 2br - 952ft2 - PLUMTREE SPECIALS THIS WEEK!!! OPEN FOR DETAILS,https://corvallis.craigslist.org/apa/6038062692.html,$1120,6038062692,,,,,Mar 10,
"
                    1br -
                    634ft, -
                ",,Save Me! Save Me! ~~ April 7th I'll Be Ready*,https://corvallis.craigslist.org/apa/6038058602.html,$915,6038058602,,,,,Mar 10,
"
                    2br -
                    903ft, -
                ",,"Professionally Managed, Linen Closet, Patio, Near LBCC, WD",https://corvallis.craigslist.org/apa/6037995969.html,$925,6037995969,,,,,Mar 10,
"
                    3br -
                    1147ft, -
                ",,FLASH SPECIAL! FREE RENT FOR 1 MONTH!! RESERVE NOW!,https://corvallis.craigslist.org/apa/6037985997.html,$1599,6037985997,,,,,Mar 10,
"
                    2br -
                    900ft, -
                ",,Off street Parking! Pet Friendly Duplex ~ 225 SE Alexander,https://corvallis.craigslist.org/apa/6037956109.html,$950,6037956109,,,,,Mar 10,
"
                    3br -
                    1300ft, -
                ",,"3 bedroom, 1 1/2 bath, duplex",https://corvallis.craigslist.org/apa/6037863458.html,$1200,6037863458,,,,,Mar 10,
"
                    2br -
                    763ft, -
                ",,Get Approved in Minutes & Move in TODAY!,https://corvallis.craigslist.org/apa/6037850213.html,$1100,6037850213,,,,,Mar 10,
"
                    2br -
                    900ft, -
                ",,Remodeled Apartment in Albany & Small Pet Friendly ~ 904 21st Ave SW,https://corvallis.craigslist.org/apa/6033460531.html,$825,6033460531,,,,,Mar 10,
"
                    2br -
                    1000ft, -
                ",,Downtown Corvallis Townhouse,https://corvallis.craigslist.org/apa/6025816621.html,$1150,6025816621,,,,,Mar  9,
"
                    360ft, -
                ",,ADD YOUR NAME TO OUR WAIT LIST!,https://corvallis.craigslist.org/apa/6037234836.html,$560,6037234836,,,,,Mar  9,
"
                    1br -
                    728ft, -
                ",,HOME SWEET APARTMENT!,https://corvallis.craigslist.org/apa/6019644098.html,$1020,6019644098,,,,,Mar  9,
"
                    2br -
                    1029ft, -
                ",,DON'T MISS OUT~GET ON THE WAITLIST FOR THE LODGES LUXURY APTS TODAY!,https://corvallis.craigslist.org/apa/6037214345.html,$1195,6037214345,,,,,Mar  9,
"
                    2br -
                    952ft, -
                ",,$1120 / 2br - 952ft2 - PLUMTREE SPECIALS THIS WEEK!!! OPEN FOR DETAILS,https://corvallis.craigslist.org/apa/6037188741.html,$1120,6037188741,,,,,Mar  9,
"
                    2br -
                    952ft, -
                ",,$1120 / 2br - 952ft2 - TOUR AND APPLY TODAY FOR 1/2 OFF APPS AND $300,https://corvallis.craigslist.org/apa/6037176275.html,$1120,6037176275,,,,,Mar  9,
"
                    360ft, -
                ",,WE HAVE EVERYTHING BUT YOU!,https://corvallis.craigslist.org/apa/6037173121.html,$560,6037173121,,,,,Mar  9,
,,ISO 3or4 bd house for rent asap,https://corvallis.craigslist.org/apa/6037129096.html,$1150,6037129096,,,,,Mar  9,
"
                    2br -
                    961ft, -
                ",,RESERVE TODAY GET $250 CASH BACK!!!,https://corvallis.craigslist.org/apa/6037083197.html,$1299,6037083197,,,,,Mar  9,
"
                    2br -
                    763ft, -
                ",,Pack Your Bags & Move in TOMORROW!!!,https://corvallis.craigslist.org/apa/6037082744.html,$1100,6037082744,,,,,Mar  9,
"
                    1br -
                    440ft, -
                ",,1 bdr- 1 block from OSU,https://corvallis.craigslist.org/apa/6037016397.html,$755,6037016397,,,,,Mar  9,
"
                    1br -
                    640ft, -
                ",,1 bedroom 1 block from OSU Reserve now for September,https://corvallis.craigslist.org/apa/6037001778.html,$790,6037001778,,,,,Mar  9,
"
                    2br -
                    961ft, -
                ",,$250 CASH BACK!!! Reserve TODAY!!,https://corvallis.craigslist.org/apa/6036991943.html,$1299,6036991943,,,,,Mar  9,
"
                    3br -
                    1147ft, -
                ",,FLASH SPECIAL! 1 Month FREE RENT!!!!!,https://corvallis.craigslist.org/apa/6036972556.html,$1599,6036972556,,,,,Mar  9,
"
                    1br -
                    728ft, -
                ",,SAVE BIG BY MOVING TO PLUMTREE! $300 OFF MOVE IN!,https://corvallis.craigslist.org/apa/6036767557.html,$1020,6036767557,,,,,Mar  9,
"
                    2br -
                ",,6298 SW Grand Oaks Dr.--A103,https://corvallis.craigslist.org/apa/5993710690.html,$995,5993710690,,,,,Mar  8,
"
                    2br -
                    1029ft, -
                ",,WHO DOESN'T LOVE SAVING MONEY?? $300 OFF THIS WEEK ONLY!!,https://corvallis.craigslist.org/apa/6035331816.html,$1220,6035331816,,,,,Mar  8,
"
                    360ft, -
                ",,FURRY FRIENDS WELCOME TOO!,https://corvallis.craigslist.org/apa/6035331063.html,$560,6035331063,,,,,Mar  8,
"
                    1br -
                    684ft, -
                ",,Large 1 Bedroom Coming Soon!,https://corvallis.craigslist.org/apa/6005358297.html,$1030,6005358297,,,,,Mar  8,
"
                    2br -
                    941ft, -
                ",,Spacious Two Bedroom Two Bathroom Apartments,https://corvallis.craigslist.org/apa/6006790838.html,$1220,6006790838,,,,,Mar  8,
"
                    2br -
                    905ft, -
                ",,2 Bedroom 1 Bathroom Apartments Available!,https://corvallis.craigslist.org/apa/6007692358.html,$1170,6007692358,,,,,Mar  8,
"
                    360ft, -
                ",,LOOK NO FURTHER! WE HAVE EVERYTHING YOU NEED!,https://corvallis.craigslist.org/apa/6035242073.html,$560,6035242073,,,,,Mar  8,
"
                    1br -
                    800ft, -
                ",,2 Blocks from OSU Campus! W/S/G Paid & Cat Friendly! ~ 617 NW 21st #2,https://corvallis.craigslist.org/apa/6032090936.html,$825,6032090936,,,,,Mar  8,
"
                    2br -
                ",,On Campus and $300 in Your Pocket?!,https://corvallis.craigslist.org/apa/5992277285.html,$1655,5992277285,,,,,Mar  8,
"
                    2br -
                    1029ft, -
                ",,LIVE IN LUXURY AT THE LODGES APTS!,https://corvallis.craigslist.org/apa/6035125580.html,$1195,6035125580,,,,,Mar  8,
,,We have exactly what you've been looking for!,https://corvallis.craigslist.org/apa/6035112542.html,$1000,6035112542,,,,,Mar  8,
"
                    1br -
                    650ft, -
                ",,1 Bedroom With Amazing Versatility Near 9th Street~960 NW Cleveland 12,https://corvallis.craigslist.org/apa/6023759228.html,$695,6023759228,,,,,Mar  8,
"
                    2br -
                ",,Two Bedroom Duplex w/ Fenced Yard near OSU - perfect for pets!,https://corvallis.craigslist.org/apa/6035054629.html,$945,6035054629,,,,,Mar  8,
"
                    2br -
                    875ft, -
                ",,PETS ARE AWESOME!,https://corvallis.craigslist.org/apa/6035052571.html,$995,6035052571,,,,,Mar  8,
"
                    3br -
                ",,3 bed 2.5 bath,https://corvallis.craigslist.org/apa/5994088560.html,$2300,5994088560,,,,,Mar  8,
"
                    4br -
                    1500ft, -
                ",,RESERVING NOW FOR 2017 SCHOOL YEAR - 4 Bedroom 4 Bathroom ~ FREE WIFI,https://corvallis.craigslist.org/apa/5993626667.html,$3250,5993626667,,,,,Mar  8,
"
                    475ft, -
                ",,RESERVING NOW FOR 2017 SCHOOL YEAR 1 bed 1 bath ~,https://corvallis.craigslist.org/apa/5993641944.html,$950,5993641944,,,,,Mar  8,
"
                    2br -
                    932ft, -
                ",,2 bed 2 bath available for Pre-lease RESERVE NOW!!!,https://corvallis.craigslist.org/apa/5993655751.html,$1650,5993655751,,,,,Mar  8,
"
                    4br -
                    1500ft, -
                ",,RESERVING NOW FOR 2017 SCHOOL YEAR - 4 Bedroom 4 Bathroom ~ FREE INTER,https://corvallis.craigslist.org/apa/5993611041.html,$3250,5993611041,,,,,Mar  8,
"
                    1br -
                    560ft, -
                ",,Time to get settled in for Spring!  One bedroom! Great location!,https://corvallis.craigslist.org/apa/6035004233.html,$800,6035004233,,,,,Mar  8,
"
                    4br -
                ",,Incredible 4 Bedroom Town home! 880 SW Grove St. #103,https://corvallis.craigslist.org/apa/6026836029.html,$3050,6026836029,,,,,Mar  8,
"
                    4br -
                ",,Amazing 4 Bedroom/ 5 Bath Townhome! 915 SW 10th St. #104,https://corvallis.craigslist.org/apa/6026809991.html,$3025,6026809991,,,,,Mar  8,
"
                    4br -
                ",,Amazing 4 Bedroom/ 5 Bath Townhome! 915 SW 10th St. #102,https://corvallis.craigslist.org/apa/6026796050.html,$3025,6026796050,,,,,Mar  8,
"
                    4br -
                ",,4 Bedroom Unit With Upscale Appliances! 2217 NW Vanburen Ave.,https://corvallis.craigslist.org/apa/6026769706.html,$2700,6026769706,,,,,Mar  8,
,,Charming 4 Bedroom Duplex! 214 NW 11th St.,https://corvallis.craigslist.org/apa/6026726567.html,$2600,6026726567,,,,,Mar  8,
"
                    3br -
                ",,Recently Renovated 3 Bedroom Duplex! 2057 NW Jackson Ave.,https://corvallis.craigslist.org/apa/6026711947.html,$1795,6026711947,,,,,Mar  8,
"
                    2br -
                ",,Lovely 2 Bedroom Duplex! 207 NW 21st St.,https://corvallis.craigslist.org/apa/6026670899.html,$1395,6026670899,,,,,Mar  8,
"
                    2br -
                ",,Recently Remodeled 2 Bedroom Unit! 243 NW 10th St.,https://corvallis.craigslist.org/apa/6026657815.html,$1250,6026657815,,,,,Mar  8,
"
                    1br -
                ",,Apartment for Rent in Albany,https://corvallis.craigslist.org/apa/6034440102.html,$1125,6034440102,,,,,Mar  7,
"
                    2br -
                    1029ft, -
                ",,WE HAVE EVERYTHING YOU NEED! CALL THE LODGES TODAY!,https://corvallis.craigslist.org/apa/6034302460.html,$1195,6034302460,,,,,Mar  7,
"
                    2br -
                    952ft, -
                ",,THIS WEEK ONLY! $300 OFF! HURRY IN!,https://corvallis.craigslist.org/apa/6034251196.html,$1120,6034251196,,,,,Mar  7,
"
                    1br -
                    728ft, -
                ",,HAVE YOU HEARD!? WE ARE OFFERING A SPECIAL!!,https://corvallis.craigslist.org/apa/6034245524.html,$1020,6034245524,,,,,Mar  7,
"
                    1br -
                    713ft, -
                ",,1 Bedroom Loft Walking Distance From OSU,https://corvallis.craigslist.org/apa/6034243276.html,$910,6034243276,,,,,Mar  7,
"
                    360ft, -
                ",,GET ON OUR WAIT LIST TODAY!,https://corvallis.craigslist.org/apa/6034089247.html,$560,6034089247,,,,,Mar  7,
"
                    2br -
                    950ft, -
                ",,"Professionally Managed, Near Fred Meyer and Schools",https://corvallis.craigslist.org/apa/6034044502.html,$999,6034044502,,,,,Mar  7,
"
                    1br -
                    634ft, -
                ",,Last LARGE 1 Bedroom Until Summer!!! Apply Before it Too Late!!!,https://corvallis.craigslist.org/apa/6033963969.html,$915,6033963969,,,,,Mar  7,
"
                    2br -
                    1932ft, -
                ",,Luxurious Downtown Living,https://corvallis.craigslist.org/apa/6033934431.html,$1900,6033934431,,,,,Mar  7,
"
                    2br -
                    900ft, -
                ",,"Fresh, homey apartment near campus",https://corvallis.craigslist.org/apa/6033858365.html,$1150,6033858365,,,,,Mar  7,
"
                    2br -
                    977ft, -
                ",,2 bed 2 bath apartment near Winco and bus routes,https://corvallis.craigslist.org/apa/6030195704.html,$1245,6030195704,,,,,Mar  7,
"
                    2br -
                ",,Cute 2bed 1bath apartment! w/s/g paid!,https://corvallis.craigslist.org/apa/5994021453.html,$750,5994021453,,,,,Mar  7,
"
                    2br -
                    840ft, -
                ",,"Two bedroom one bath! w/s/g included, private balcony",https://corvallis.craigslist.org/apa/5994017999.html,$795,5994017999,,,,,Mar  7,
"
                    1br -
                    728ft, -
                ",,Beautiful one bedrooms with amazing views! Why wait?,https://corvallis.craigslist.org/apa/6033616966.html,$1000,6033616966,,,,,Mar  7,
"
                    2br -
                    763ft, -
                ",,STOP by and LOOK then LEASE! Close to Downtown & OSU!,https://corvallis.craigslist.org/apa/6033591015.html,$1100,6033591015,,,,,Mar  7,
"
                    2br -
                    870ft, -
                ",,***GREAT FOR OSU STUDENTS! ONE MONTH FREE!!!***,https://corvallis.craigslist.org/apa/6002528365.html,$825,6002528365,,,,,Mar  7,
"
                    1br -
                    400ft, -
                ",,THE WAIT LIST IS OPEN!!!,https://corvallis.craigslist.org/apa/6033446288.html,$660,6033446288,,,,,Mar  7,
